Date,duct_static,supply_vfd_speed
2022-12-22 07:42:00,1.4507100442701275,93
2022-12-22 07:57:00,1.3507100442701274,94
2022-12-22 08:12:00,1.4507100442701275,93
2022-12-22 08:27:00,1.3507100442701274,94
2022-12-22 08:42:00,1.2507100442701273,95
2022-12-22 08:57:00,1.3507100442701274,96
2022-12-22 09:12:00,1.2507100442701273,95
2022-12-22 09:27:00,1.3507100442701274,94
2022-12-22 09:42:00,1.2507100442701273,93
2022-12-22 09:57:00,1.1507100442701272,92
2022-12-22 10:12:00,1.2507100442701273,93
2022-12-22 10:27:00,1.1507100442701272,94
2022-12-22 10:42:00,1.0507100442701272,93
2022-12-22 10:57:00,0.9507100442701272,92
2022-12-22 11:12:00,1.0507100442701272,91
2022-12-22 11:27:00,1.1507100442701272,90
2022-12-22 11:42:00,1.2507100442701273,91
2022-12-22 11:57:00,1.3507100442701274,92
2022-12-22 12:12:00,1.2507100442701273,91
2022-12-22 12:27:00,1.1507100442701272,92
2022-12-22 12:42:00,1.0507100442701272,93
2022-12-22 12:57:00,1.1507100442701272,92
2022-12-22 13:12:00,1.2507100442701273,91
2022-12-22 13:27:00,1.3507100442701274,92
2022-12-22 13:42:00,1.4507100442701275,91
2022-12-22 13:57:00,1.5507100442701276,92
2022-12-22 14:12:00,1.6507100442701277,93
2022-12-22 14:27:00,1.5507100442701276,92
2022-12-22 14:42:00,1.4507100442701275,91
2022-12-22 14:57:00,1.5507100442701276,90
2022-12-22 15:12:00,1.4507100442701275,89
2022-12-22 15:27:00,1.3507100442701274,90
2022-12-22 15:42:00,1.4507100442701275,89
2022-12-22 15:57:00,1.5507100442701276,90
2022-12-22 16:12:00,1.4507100442701275,89
2022-12-22 16:27:00,1.5507100442701276,88
2022-12-22 16:42:00,1.4507100442701275,89
2022-12-22 16:57:00,1.3507100442701274,90
2022-12-22 17:12:00,1.2507100442701273,89
2022-12-22 17:27:00,1.1507100442701272,90
2022-12-22 17:42:00,1.2507100442701273,91
2022-12-22 17:57:00,1.3507100442701274,90
2022-12-22 18:12:00,1.4507100442701275,91
2022-12-22 18:27:00,1.3507100442701274,90
2022-12-22 18:42:00,1.4507100442701275,89
2022-12-22 18:57:00,1.3507100442701274,88
2022-12-22 19:12:00,1.2507100442701273,87
2022-12-22 19:27:00,1.1507100442701272,88
2022-12-22 19:42:00,1.2507100442701273,89
2022-12-22 19:57:00,1.3507100442701274,88
2022-12-22 20:12:00,1.2507100442701273,87
2022-12-22 20:27:00,1.1507100442701272,86
2022-12-22 20:42:00,1.2507100442701273,85
2022-12-22 20:57:00,1.3507100442701274,84
2022-12-22 21:12:00,1.2507100442701273,83
2022-12-22 21:27:00,1.3507100442701274,84
2022-12-22 21:42:00,1.2507100442701273,83
2022-12-22 21:57:00,1.1507100442701272,82
2022-12-22 22:12:00,1.2507100442701273,81
2022-12-22 22:27:00,1.3507100442701274,82
2022-12-22 22:42:00,1.4507100442701275,81
2022-12-22 22:57:00,1.5507100442701276,80
2022-12-22 23:12:00,1.6507100442701277,79
2022-12-22 23:27:00,1.7507100442701278,78
2022-12-22 23:42:00,1.6507100442701277,79
2022-12-22 23:57:00,1.5507100442701276,78
2022-12-23 00:12:00,1.6507100442701277,77
2022-12-23 00:27:00,1.5507100442701276,78
2022-12-23 00:42:00,1.6507100442701277,79
2022-12-23 00:57:00,1.5507100442701276,78
2022-12-23 01:12:00,1.4507100442701275,79
2022-12-23 01:27:00,1.5507100442701276,80
2022-12-23 01:42:00,1.6507100442701277,79
2022-12-23 01:57:00,1.5507100442701276,78
2022-12-23 02:12:00,1.4507100442701275,79
2022-12-23 02:27:00,1.3507100442701274,80
2022-12-23 02:42:00,1.2507100442701273,81
2022-12-23 02:57:00,1.1507100442701272,80
2022-12-23 03:12:00,1.0507100442701272,81
2022-12-23 03:27:00,1.1507100442701272,82
2022-12-23 03:42:00,1.2507100442701273,83
2022-12-23 03:57:00,1.1507100442701272,82
2022-12-23 04:12:00,1.2507100442701273,81
2022-12-23 04:27:00,1.1507100442701272,80
2022-12-23 04:42:00,1.0507100442701272,81
2022-12-23 04:57:00,1.1507100442701272,80
2022-12-23 05:12:00,1.0507100442701272,81
2022-12-23 05:27:00,0.9507100442701272,80
2022-12-23 05:42:00,0.8507100442701272,81
2022-12-23 05:57:00,0.7507100442701272,80
2022-12-23 06:12:00,0.8507100442701272,79
2022-12-23 06:27:00,0.7507100442701272,80
2022-12-23 06:42:00,0.6507100442701272,81
2022-12-23 06:57:00,0.7507100442701272,82
2022-12-23 07:12:00,0.8507100442701272,83
2022-12-23 07:27:00,0.9507100442701272,84
2022-12-23 07:42:00,0.8507100442701272,83
2022-12-23 07:57:00,0.7507100442701272,84
2022-12-23 08:12:00,0.8507100442701272,83
2022-12-23 08:27:00,0.9507100442701272,82
2022-12-23 08:42:00,0.8507100442701272,81
2022-12-23 08:57:00,0.7507100442701272,80
2022-12-23 09:12:00,0.8507100442701272,81
2022-12-23 09:27:00,0.7507100442701272,82
2022-12-23 09:42:00,0.8507100442701272,83
2022-12-23 09:57:00,0.7507100442701272,82
2022-12-23 10:12:00,0.6507100442701272,83
2022-12-23 10:27:00,0.7507100442701272,84
2022-12-23 10:42:00,0.6507100442701272,83
2022-12-23 10:57:00,0.5507100442701273,82
2022-12-23 11:12:00,0.4507100442701273,81
2022-12-23 11:27:00,0.5507100442701273,82
2022-12-23 11:42:00,0.6507100442701272,83
2022-12-23 11:57:00,0.7507100442701272,82
2022-12-23 12:12:00,0.8507100442701272,81
2022-12-23 12:27:00,0.9507100442701272,80
2022-12-23 12:42:00,0.8507100442701272,79
