Timestamp,Value (°F)
04-Jun-22 12:32:19 PM CDT,68.2
04-Jun-22 12:51:53 PM CDT,68.2
04-Jun-22 12:55:08 PM CDT,68.2
04-Jun-22 12:57:24 PM CDT,68.2
04-Jun-22 1:02:14 PM CDT,68.2
04-Jun-22 1:06:35 PM CDT,68.2
04-Jun-22 1:10:28 PM CDT,68.2
04-Jun-22 1:16:56 PM CDT,68.2
04-Jun-22 1:21:55 PM CDT,68.2
04-Jun-22 1:44:09 PM CDT,68.2
04-Jun-22 1:55:04 PM CDT,68.2
04-Jun-22 1:59:11 PM CDT,68.2
04-Jun-22 2:06:12 PM CDT,68.2
04-Jun-22 2:10:30 PM CDT,68.2
04-Jun-22 2:17:31 PM CDT,68.2
04-Jun-22 2:24:10 PM CDT,68.2
04-Jun-22 2:36:42 PM CDT,68.2
04-Jun-22 2:41:45 PM CDT,68.2
04-Jun-22 2:46:28 PM CDT,68.2
04-Jun-22 2:50:06 PM CDT,68.2
04-Jun-22 2:55:53 PM CDT,68.2
04-Jun-22 2:59:58 PM CDT,68.2
04-Jun-22 3:04:15 PM CDT,68.2
04-Jun-22 3:08:01 PM CDT,68.2
04-Jun-22 3:10:47 PM CDT,68.2
04-Jun-22 3:13:59 PM CDT,68.2
04-Jun-22 3:17:05 PM CDT,68.2
04-Jun-22 3:20:17 PM CDT,68.2
04-Jun-22 3:30:40 PM CDT,68.2
04-Jun-22 3:33:56 PM CDT,68.2
04-Jun-22 3:38:18 PM CDT,68.2
04-Jun-22 3:42:52 PM CDT,68.2
04-Jun-22 3:47:19 PM CDT,68.2
04-Jun-22 3:52:57 PM CDT,68.2
04-Jun-22 4:02:02 PM CDT,65.2
04-Jun-22 4:04:40 PM CDT,65.2
04-Jun-22 4:07:24 PM CDT,65.2
04-Jun-22 4:10:25 PM CDT,65.2
04-Jun-22 4:13:08 PM CDT,65.2
04-Jun-22 4:15:48 PM CDT,65.2
04-Jun-22 4:19:04 PM CDT,65.2
04-Jun-22 4:25:34 PM CDT,65.2
04-Jun-22 4:28:20 PM CDT,65.2
04-Jun-22 4:38:31 PM CDT,65.2
04-Jun-22 4:48:33 PM CDT,65.2
04-Jun-22 4:51:56 PM CDT,65.2
04-Jun-22 4:55:42 PM CDT,65.2
04-Jun-22 4:58:27 PM CDT,65.2
04-Jun-22 5:03:07 PM CDT,65.2
04-Jun-22 5:09:51 PM CDT,65.2
04-Jun-22 5:46:19 PM CDT,65.2
04-Jun-22 5:49:34 PM CDT,65.2
04-Jun-22 5:53:49 PM CDT,65.2
04-Jun-22 5:57:54 PM CDT,65.2
04-Jun-22 6:01:31 PM CDT,65.2
04-Jun-22 6:06:36 PM CDT,65.2
04-Jun-22 6:12:05 PM CDT,65.2
04-Jun-22 6:15:39 PM CDT,65.2
04-Jun-22 6:19:00 PM CDT,65.2
04-Jun-22 6:25:32 PM CDT,65.2
04-Jun-22 6:28:16 PM CDT,65.2
04-Jun-22 6:31:38 PM CDT,65.2
04-Jun-22 6:37:06 PM CDT,65.2
04-Jun-22 6:42:21 PM CDT,65.2
04-Jun-22 6:44:56 PM CDT,65.2
04-Jun-22 6:55:30 PM CDT,65.2
04-Jun-22 6:57:53 PM CDT,65.2
04-Jun-22 7:01:07 PM CDT,65.2
04-Jun-22 7:10:29 PM CDT,65.2
04-Jun-22 7:22:47 PM CDT,65.2
04-Jun-22 7:26:49 PM CDT,65.2
04-Jun-22 7:33:54 PM CDT,65.2
04-Jun-22 7:55:45 PM CDT,65.2
04-Jun-22 8:00:18 PM CDT,65.2
04-Jun-22 8:03:15 PM CDT,65.2
04-Jun-22 8:14:23 PM CDT,65.2
04-Jun-22 8:18:52 PM CDT,65.2
04-Jun-22 8:23:06 PM CDT,65.2
04-Jun-22 8:25:27 PM CDT,65.2
04-Jun-22 8:29:01 PM CDT,65.2
04-Jun-22 8:31:45 PM CDT,65.2
04-Jun-22 8:37:58 PM CDT,65.2
04-Jun-22 8:41:33 PM CDT,65.2
04-Jun-22 8:44:37 PM CDT,65.2
04-Jun-22 8:48:08 PM CDT,65.2
04-Jun-22 8:50:23 PM CDT,65.2
04-Jun-22 8:54:25 PM CDT,65.2
04-Jun-22 9:02:12 PM CDT,65.2
04-Jun-22 9:05:12 PM CDT,65.2
04-Jun-22 9:18:36 PM CDT,65.2
04-Jun-22 9:23:26 PM CDT,65.2
04-Jun-22 9:25:53 PM CDT,65.2
04-Jun-22 9:29:57 PM CDT,65.2
04-Jun-22 9:40:06 PM CDT,65.2
04-Jun-22 9:42:54 PM CDT,65.2
04-Jun-22 9:45:27 PM CDT,65.2
04-Jun-22 9:50:44 PM CDT,65.2
04-Jun-22 9:52:54 PM CDT,65.2
04-Jun-22 9:55:38 PM CDT,65.2
04-Jun-22 10:00:29 PM CDT,65.2
04-Jun-22 10:05:26 PM CDT,65.2
04-Jun-22 10:10:22 PM CDT,65.2
04-Jun-22 10:16:47 PM CDT,65.2
04-Jun-22 10:21:46 PM CDT,65.2
04-Jun-22 10:27:01 PM CDT,65.2
04-Jun-22 10:30:52 PM CDT,65.2
04-Jun-22 10:33:29 PM CDT,65.2
04-Jun-22 10:37:15 PM CDT,65.2
04-Jun-22 10:41:23 PM CDT,65.2
04-Jun-22 10:48:18 PM CDT,65.2
04-Jun-22 10:52:11 PM CDT,65.2
04-Jun-22 11:03:16 PM CDT,65.2
04-Jun-22 11:05:59 PM CDT,65.2
04-Jun-22 11:09:11 PM CDT,65.2
04-Jun-22 11:12:15 PM CDT,65.2
04-Jun-22 11:23:53 PM CDT,65.2
04-Jun-22 11:31:14 PM CDT,65.2
04-Jun-22 11:39:07 PM CDT,65.2
04-Jun-22 11:42:30 PM CDT,65.2
04-Jun-22 11:45:19 PM CDT,65.2
04-Jun-22 11:48:42 PM CDT,65.2
04-Jun-22 11:53:14 PM CDT,65.2
04-Jun-22 11:56:20 PM CDT,65.2
05-Jun-22 12:00:40 AM CDT,65.2
05-Jun-22 12:03:32 AM CDT,65.2
05-Jun-22 12:10:57 AM CDT,65.2
05-Jun-22 12:14:10 AM CDT,65.2
05-Jun-22 12:20:18 AM CDT,65.2
05-Jun-22 12:28:06 AM CDT,65.2
05-Jun-22 12:36:08 AM CDT,65.2
05-Jun-22 12:39:43 AM CDT,65.2
05-Jun-22 12:43:08 AM CDT,65.2
05-Jun-22 12:47:37 AM CDT,65.2
05-Jun-22 12:51:53 AM CDT,65.2
05-Jun-22 12:55:57 AM CDT,65.2
05-Jun-22 1:11:45 AM CDT,65.2
05-Jun-22 1:17:07 AM CDT,65.2
05-Jun-22 1:20:45 AM CDT,65.2
05-Jun-22 1:24:36 AM CDT,65.2
05-Jun-22 1:35:16 AM CDT,65.2
05-Jun-22 1:38:33 AM CDT,65.2
05-Jun-22 1:41:43 AM CDT,65.2
05-Jun-22 1:44:53 AM CDT,65.2
05-Jun-22 2:00:01 AM CDT,65.2
05-Jun-22 2:04:33 AM CDT,65.2
05-Jun-22 2:07:21 AM CDT,65.2
05-Jun-22 2:10:25 AM CDT,65.2
05-Jun-22 2:13:07 AM CDT,65.2
05-Jun-22 2:21:38 AM CDT,65.2
05-Jun-22 2:25:37 AM CDT,65.2
05-Jun-22 2:33:05 AM CDT,65.2
05-Jun-22 2:36:29 AM CDT,65.2
05-Jun-22 2:42:28 AM CDT,65.2
05-Jun-22 2:45:29 AM CDT,65.2
05-Jun-22 2:48:01 AM CDT,65.2
05-Jun-22 2:55:22 AM CDT,65.2
05-Jun-22 3:04:49 AM CDT,65.2
05-Jun-22 3:08:59 AM CDT,65.2
05-Jun-22 3:20:05 AM CDT,65.2
05-Jun-22 3:24:55 AM CDT,65.2
05-Jun-22 3:28:20 AM CDT,65.2
05-Jun-22 3:35:39 AM CDT,65.2
05-Jun-22 3:41:08 AM CDT,65.2
05-Jun-22 3:49:31 AM CDT,65.2
05-Jun-22 3:51:58 AM CDT,65.2
05-Jun-22 3:56:49 AM CDT,65.2
05-Jun-22 3:59:37 AM CDT,65.2
05-Jun-22 4:02:34 AM CDT,65.2
05-Jun-22 4:07:07 AM CDT,65.2
05-Jun-22 4:10:41 AM CDT,65.2
05-Jun-22 4:14:35 AM CDT,65.2
05-Jun-22 4:19:21 AM CDT,65.2
05-Jun-22 4:21:09 AM CDT,65.2
05-Jun-22 4:25:15 AM CDT,65.2
05-Jun-22 4:27:54 AM CDT,65.2
05-Jun-22 4:35:54 AM CDT,65.2
05-Jun-22 4:40:44 AM CDT,65.2
05-Jun-22 4:49:36 AM CDT,65.2
05-Jun-22 4:53:38 AM CDT,65.2
05-Jun-22 4:58:47 AM CDT,65.2
05-Jun-22 5:02:15 AM CDT,65.2
05-Jun-22 5:08:03 AM CDT,65.2
05-Jun-22 5:11:43 AM CDT,65.2
05-Jun-22 5:16:40 AM CDT,65.2
05-Jun-22 5:19:34 AM CDT,65.2
05-Jun-22 5:21:41 AM CDT,65.2
05-Jun-22 5:29:22 AM CDT,65.2
