Timestamp,Value (°F)
04-Jun-22 10:21:42 AM CDT,75.5
04-Jun-22 10:25:15 AM CDT,75.5
04-Jun-22 10:30:31 AM CDT,75.5
04-Jun-22 10:33:20 AM CDT,75.5
04-Jun-22 10:35:53 AM CDT,75.5
04-Jun-22 10:41:12 AM CDT,75.5
04-Jun-22 10:54:30 AM CDT,75.5
04-Jun-22 10:57:48 AM CDT,75.5
04-Jun-22 11:02:12 AM CDT,75.5
04-Jun-22 11:08:39 AM CDT,75.5
04-Jun-22 11:13:09 AM CDT,75.5
04-Jun-22 11:15:44 AM CDT,75.5
04-Jun-22 11:19:03 AM CDT,75.5
04-Jun-22 11:24:07 AM CDT,75.5
04-Jun-22 11:33:12 AM CDT,75.5
04-Jun-22 11:39:37 AM CDT,75.5
04-Jun-22 11:42:21 AM CDT,75.5
04-Jun-22 11:47:15 AM CDT,75.5
04-Jun-22 11:51:21 AM CDT,75.5
04-Jun-22 11:57:59 AM CDT,75.5
04-Jun-22 12:01:25 PM CDT,75.5
04-Jun-22 12:08:09 PM CDT,75.5
04-Jun-22 12:12:04 PM CDT,75.5
04-Jun-22 12:15:01 PM CDT,75.5
04-Jun-22 12:19:01 PM CDT,75.5
04-Jun-22 12:29:52 PM CDT,75.5
04-Jun-22 12:32:24 PM CDT,75.5
04-Jun-22 12:36:20 PM CDT,75.5
04-Jun-22 1:07:07 PM CDT,75.5
04-Jun-22 1:17:24 PM CDT,75.5
04-Jun-22 1:22:00 PM CDT,75.5
04-Jun-22 1:25:01 PM CDT,75.5
04-Jun-22 1:28:14 PM CDT,75.5
04-Jun-22 1:47:25 PM CDT,75.5
04-Jun-22 1:52:16 PM CDT,75.5
04-Jun-22 1:55:24 PM CDT,75.5
04-Jun-22 1:59:14 PM CDT,75.5
04-Jun-22 2:02:55 PM CDT,75.5
04-Jun-22 2:06:16 PM CDT,75.5
04-Jun-22 2:13:57 PM CDT,75.5
04-Jun-22 2:17:35 PM CDT,75.5
04-Jun-22 2:28:08 PM CDT,75.5
04-Jun-22 2:41:52 PM CDT,75.5
04-Jun-22 2:50:10 PM CDT,75.5
04-Jun-22 2:56:09 PM CDT,75.5
04-Jun-22 3:00:02 PM CDT,75.5
04-Jun-22 3:04:56 PM CDT,75.5
04-Jun-22 3:08:17 PM CDT,75.5
04-Jun-22 3:10:51 PM CDT,75.5
04-Jun-22 3:14:03 PM CDT,75.5
04-Jun-22 3:20:37 PM CDT,75.5
04-Jun-22 3:27:22 PM CDT,75.5
04-Jun-22 3:31:00 PM CDT,75.5
04-Jun-22 3:34:00 PM CDT,75.5
04-Jun-22 3:38:41 PM CDT,75.5
