Date,duct_static,supply_vfd_speed
12/22/2022 7:40,1.192783965,39
12/22/2022 7:55,1.092783965,38
12/22/2022 8:10,0.992783965,37
12/22/2022 8:25,1.092783965,36
12/22/2022 8:40,0.992783965,37
12/22/2022 8:55,0.892783965,36
12/22/2022 9:10,0.792783965,37
12/22/2022 9:25,0.692783965,36
12/22/2022 9:40,0.792783965,35
12/22/2022 9:55,0.892783965,36
12/22/2022 10:10,0.792783965,35
12/22/2022 10:25,0.892783965,36
12/22/2022 10:40,0.992783965,35
12/22/2022 10:55,0.892783965,36
12/22/2022 11:10,0.792783965,37
12/22/2022 11:25,0.892783965,38
12/22/2022 11:40,0.992783965,39
12/22/2022 11:55,0.892783965,38
12/22/2022 12:10,0.792783965,39
12/22/2022 12:25,0.692783965,38
12/22/2022 12:40,0.792783965,37
12/22/2022 12:55,0.692783965,36
12/22/2022 13:10,0.592783965,35
12/22/2022 13:25,0.492783965,34
12/22/2022 13:40,0.592783965,33
12/22/2022 13:55,0.692783965,34
12/22/2022 14:10,0.592783965,33
12/22/2022 14:25,0.692783965,32
12/22/2022 14:40,0.792783965,33
12/22/2022 14:55,0.892783965,34
12/22/2022 15:10,0.792783965,0
12/22/2022 15:25,0.892783965,0
12/22/2022 15:40,0.792783965,0
12/22/2022 15:55,0.892783965,0
12/22/2022 16:10,0.992783965,0
12/22/2022 16:25,0.892783965,0
12/22/2022 16:40,0.992783965,0
12/22/2022 16:55,1.092783965,0
12/22/2022 17:10,0.992783965,0
12/22/2022 17:25,1.092783965,0
12/22/2022 17:40,1.192783965,0
12/22/2022 17:55,1.292783965,0
12/22/2022 18:10,1.392783965,0
12/22/2022 18:25,1.292783965,0
12/22/2022 18:40,1.192783965,0
12/22/2022 18:55,1.092783965,0
12/22/2022 19:10,1.192783965,0
12/22/2022 19:25,1.092783965,0
12/22/2022 19:40,0.992783965,0
12/22/2022 19:55,0.892783965,0
12/22/2022 20:10,0.992783965,0
12/22/2022 20:25,0.892783965,0
12/22/2022 20:40,0.992783965,0
12/22/2022 20:55,1.092783965,0
12/22/2022 21:10,0.992783965,0
12/22/2022 21:25,0.892783965,0
12/22/2022 21:40,0.992783965,0
12/22/2022 21:55,0.892783965,0
12/22/2022 22:10,0.992783965,0
12/22/2022 22:25,1.092783965,0
12/22/2022 22:40,1.192783965,0
12/22/2022 22:55,1.092783965,0
12/22/2022 23:10,0.992783965,0
12/22/2022 23:25,1.092783965,0
12/22/2022 23:40,0.992783965,0
12/22/2022 23:55,0.892783965,0
12/23/2022 0:10,0.792783965,0
