Date,kW
6/19/2013 0:15,39
6/19/2013 0:30,38
6/19/2013 0:45,39.2
6/19/2013 1:00,36.6
6/19/2013 1:15,38.4
6/19/2013 1:30,38.8
6/19/2013 1:45,37.6
6/19/2013 2:00,39.4
6/19/2013 2:15,37.8
6/19/2013 2:30,37.6
6/19/2013 2:45,39.8
6/19/2013 3:00,38
6/19/2013 3:15,38.6
6/19/2013 3:30,39
6/19/2013 3:45,38.6
6/19/2013 4:00,37.6
6/19/2013 4:15,39.4
6/19/2013 4:30,36.6
6/19/2013 4:45,41.6
6/19/2013 5:00,54.4
6/19/2013 5:15,68.6
6/19/2013 5:30,68.2
6/19/2013 5:45,65.8
6/19/2013 6:00,64
6/19/2013 6:15,63.6
6/19/2013 6:30,62.6
6/19/2013 6:45,61.8
6/19/2013 7:00,61.2
6/19/2013 7:15,70
6/19/2013 7:30,70.2
6/19/2013 7:45,74
6/19/2013 8:00,73.2
6/19/2013 8:15,76.2
6/19/2013 8:30,73.2
6/19/2013 8:45,75
6/19/2013 9:00,85
6/19/2013 9:15,84.8
6/19/2013 9:30,87.6
6/19/2013 9:45,92.2
6/19/2013 10:00,93.4
6/19/2013 10:15,89.6
6/19/2013 10:30,98.8
6/19/2013 10:45,105.2
6/19/2013 11:00,106.2
6/19/2013 11:15,104.4
6/19/2013 11:30,100.4
6/19/2013 11:45,104.4
6/19/2013 12:00,96.6
6/19/2013 12:15,101.8
6/19/2013 12:30,108.4
6/19/2013 12:45,110.4
6/19/2013 13:00,110.4
6/19/2013 13:15,104.6
6/19/2013 13:30,100.4
6/19/2013 13:45,107.8
6/19/2013 14:00,119.2
6/19/2013 14:15,115.6
6/19/2013 14:30,103.8
6/19/2013 14:45,113
6/19/2013 15:00,123
6/19/2013 15:15,106.4
6/19/2013 15:30,101.4
6/19/2013 15:45,101.2
6/19/2013 16:00,99.6
6/19/2013 16:15,34.6
6/19/2013 16:30,33.4
6/19/2013 16:45,33.2
6/19/2013 17:00,33
6/19/2013 17:15,34
6/19/2013 17:30,33.4
6/19/2013 17:45,32.6
6/19/2013 18:00,32.8
6/19/2013 18:15,31.6
6/19/2013 18:30,30.4
6/19/2013 18:45,35.6
6/19/2013 19:00,34.4
6/19/2013 19:15,28.4
6/19/2013 19:30,32.2
6/19/2013 19:45,32.8
6/19/2013 20:00,29.6
6/19/2013 20:15,31
6/19/2013 20:30,32.4
6/19/2013 20:45,36.6
6/19/2013 21:00,34
6/19/2013 21:15,32.6
6/19/2013 21:30,32.6
6/19/2013 21:45,33
6/19/2013 22:00,32.4
6/19/2013 22:15,30.2
6/19/2013 22:30,33.8
6/19/2013 22:45,33.4
6/19/2013 23:00,35.4
6/19/2013 23:15,31
6/19/2013 23:30,29
6/19/2013 23:45,28.4
6/20/2013 0:00,29.2
6/20/2013 0:15,29.2
6/20/2013 0:30,30.6
6/20/2013 0:45,33
6/20/2013 1:00,32.2
6/20/2013 1:15,32
6/20/2013 1:30,31.2
6/20/2013 1:45,32.4
6/20/2013 2:00,31.2
6/20/2013 2:15,31
6/20/2013 2:30,32.4
6/20/2013 2:45,31.2
6/20/2013 3:00,31.4
6/20/2013 3:15,33.2
6/20/2013 3:30,31.6
6/20/2013 3:45,31.4
6/20/2013 4:00,32.2
6/20/2013 4:15,32.4
6/20/2013 4:30,30
6/20/2013 4:45,34.6
6/20/2013 5:00,52.8
6/20/2013 5:15,87.8
6/20/2013 5:30,81.6
6/20/2013 5:45,73
6/20/2013 6:00,72.4
6/20/2013 6:15,64.8
6/20/2013 6:30,64.4
6/20/2013 6:45,65
6/20/2013 7:00,64.6
6/20/2013 7:15,69.8
6/20/2013 7:30,68
6/20/2013 7:45,67
6/20/2013 8:00,71
6/20/2013 8:15,70
6/20/2013 8:30,86
6/20/2013 8:45,90.6
6/20/2013 9:00,78.4
6/20/2013 9:15,73.6
6/20/2013 9:30,88.4
6/20/2013 9:45,98.4
6/20/2013 10:00,109.4
6/20/2013 10:15,85.2
6/20/2013 10:30,97.4
6/20/2013 10:45,120
6/20/2013 11:00,105.8
6/20/2013 11:15,105.2
6/20/2013 11:30,101
6/20/2013 11:45,114.8
6/20/2013 12:00,117.8
6/20/2013 12:15,120.4
6/20/2013 12:30,110.2
6/20/2013 12:45,111.6
6/20/2013 13:00,117.8
6/20/2013 13:15,127
6/20/2013 13:30,138.2
6/20/2013 13:45,125.4
6/20/2013 14:00,124
6/20/2013 14:15,127
6/20/2013 14:30,132
6/20/2013 14:45,133
6/20/2013 15:00,132
6/20/2013 15:15,120.6
6/20/2013 15:30,132.4
6/20/2013 15:45,123
6/20/2013 16:00,121.6
6/20/2013 16:15,32.2
6/20/2013 16:30,34
6/20/2013 16:45,30.8
6/20/2013 17:00,31.4
6/20/2013 17:15,33.4
6/20/2013 17:30,31.4
6/20/2013 17:45,30
6/20/2013 18:00,30.4
6/20/2013 18:15,32.6
6/20/2013 18:30,39
6/20/2013 18:45,37.4
6/20/2013 19:00,41.6
6/20/2013 19:15,40
6/20/2013 19:30,42.6
6/20/2013 19:45,43.2
6/20/2013 20:00,43.4
6/20/2013 20:15,38.6
6/20/2013 20:30,41.2
6/20/2013 20:45,44.6
6/20/2013 21:00,45.4
6/20/2013 21:15,43.2
6/20/2013 21:30,45.2
6/20/2013 21:45,44.8
6/20/2013 22:00,43.6
6/20/2013 22:15,44.6
6/20/2013 22:30,40.6
6/20/2013 22:45,42.4
6/20/2013 23:00,42.2
6/20/2013 23:15,36.6
6/20/2013 23:30,37.8
6/20/2013 23:45,35.6
6/21/2013 0:00,39.4
6/21/2013 0:15,36.6
6/21/2013 0:30,37.2
6/21/2013 0:45,36.6
6/21/2013 1:00,37
6/21/2013 1:15,38.4
6/21/2013 1:30,36.8
6/21/2013 1:45,35.6
6/21/2013 2:00,34.6
6/21/2013 2:15,37.6
6/21/2013 2:30,36.2
6/21/2013 2:45,35.8
6/21/2013 3:00,38
6/21/2013 3:15,36.8
6/21/2013 3:30,37
6/21/2013 3:45,35.8
6/21/2013 4:00,35.8
6/21/2013 4:15,35
6/21/2013 4:30,36.8
6/21/2013 4:45,47.6
6/21/2013 5:00,130.8
6/21/2013 5:15,181.8
6/21/2013 5:30,150.2
6/21/2013 5:45,155.4
6/21/2013 6:00,152.2
6/21/2013 6:15,113.8
6/21/2013 6:30,124.8
6/21/2013 6:45,135.4
6/21/2013 7:00,139.8
6/21/2013 7:15,117.8
6/21/2013 7:30,126.4
6/21/2013 7:45,109
6/21/2013 8:00,106.4
6/21/2013 8:15,104.4
6/21/2013 8:30,121.8
6/21/2013 8:45,120.6
6/21/2013 9:00,126.8
6/21/2013 9:15,120.8
6/21/2013 9:30,91.6
6/21/2013 9:45,103.2
6/21/2013 10:00,114.4
6/21/2013 10:15,124.6
6/21/2013 10:30,104.4
6/21/2013 10:45,99.8
6/21/2013 11:00,103.8
6/21/2013 11:15,88
6/21/2013 11:30,91.2
6/21/2013 11:45,84
6/21/2013 12:00,82
6/21/2013 12:15,79.4
6/21/2013 12:30,79.8
6/21/2013 12:45,74.4
6/21/2013 13:00,75.4
6/21/2013 13:15,80.8
6/21/2013 13:30,88.8
6/21/2013 13:45,82.8
6/21/2013 14:00,72.4
6/21/2013 14:15,76.8
6/21/2013 14:30,91.8
6/21/2013 14:45,95.2
6/21/2013 15:00,75.8
6/21/2013 15:15,71
6/21/2013 15:30,79.2
6/21/2013 15:45,90.4
6/21/2013 16:00,84.6
6/21/2013 16:15,62.2
6/21/2013 16:30,49.4
6/21/2013 16:45,53
6/21/2013 17:00,54
6/21/2013 17:15,56.6
6/21/2013 17:30,58.8
6/21/2013 17:45,54.2
6/21/2013 18:00,53.2
6/21/2013 18:15,60
6/21/2013 18:30,52.2
6/21/2013 18:45,53.8
6/21/2013 19:00,62.8
6/21/2013 19:15,55.2
