Date,kW
6/19/2014 0:15,41.2
6/19/2014 0:30,34.8
6/19/2014 0:45,36.4
6/19/2014 1:00,45.4
6/19/2014 1:15,45.8
6/19/2014 1:30,40
6/19/2014 1:45,34.8
6/19/2014 2:00,36.4
6/19/2014 2:15,41.2
6/19/2014 2:30,45.6
6/19/2014 2:45,43.4
6/19/2014 3:00,35.8
6/19/2014 3:15,36
6/19/2014 3:30,92.8
6/19/2014 3:45,90.6
6/19/2014 4:00,76.4
6/19/2014 4:15,89.2
6/19/2014 4:30,68.2
6/19/2014 4:45,73.2
6/19/2014 5:00,77.6
6/19/2014 5:15,80.6
6/19/2014 5:30,75.4
6/19/2014 5:45,93.2
6/19/2014 6:00,99.2
6/19/2014 6:15,85.2
6/19/2014 6:30,88
6/19/2014 6:45,79.4
6/19/2014 7:00,89.2
6/19/2014 7:15,95
6/19/2014 7:30,81
6/19/2014 7:45,85.2
6/19/2014 8:00,96.6
6/19/2014 8:15,94.8
6/19/2014 8:30,85.2
6/19/2014 8:45,94.6
6/19/2014 9:00,105
6/19/2014 9:15,91
6/19/2014 9:30,88.8
6/19/2014 9:45,106.8
6/19/2014 10:00,103
6/19/2014 10:15,99.6
6/19/2014 10:30,105.4
6/19/2014 10:45,125.2
6/19/2014 11:00,125.8
6/19/2014 11:15,106.2
6/19/2014 11:30,113.8
6/19/2014 11:45,118.2
6/19/2014 12:00,115.8
6/19/2014 12:15,137.2
6/19/2014 12:30,119
6/19/2014 12:45,121.8
6/19/2014 13:00,116
6/19/2014 13:15,124.4
6/19/2014 13:30,121.8
6/19/2014 13:45,107.8
6/19/2014 14:00,118.2
6/19/2014 14:15,128.4
6/19/2014 14:30,110.4
6/19/2014 14:45,99
6/19/2014 15:00,103.2
6/19/2014 15:15,119.2
6/19/2014 15:30,108
6/19/2014 15:45,112.6
6/19/2014 16:00,100.8
6/19/2014 16:15,102.8
6/19/2014 16:30,111.4
6/19/2014 16:45,90.2
6/19/2014 17:00,89
6/19/2014 17:15,92.4
6/19/2014 17:30,86.2
6/19/2014 17:45,62.6
