Timestamp,Value (°F)
04-Jun-22 7:28:51 AM CDT,68.6
04-Jun-22 7:32:46 AM CDT,68.6
04-Jun-22 7:34:51 AM CDT,68.6
04-Jun-22 7:41:16 AM CDT,68.6
04-Jun-22 7:47:53 AM CDT,68.6
04-Jun-22 7:51:51 AM CDT,68.6
04-Jun-22 7:58:34 AM CDT,68.6
04-Jun-22 8:01:50 AM CDT,68.6
04-Jun-22 8:08:42 AM CDT,68.6
04-Jun-22 8:15:25 AM CDT,68.6
04-Jun-22 8:24:40 AM CDT,68.6
04-Jun-22 8:34:25 AM CDT,68.6
04-Jun-22 8:36:17 AM CDT,68.6
04-Jun-22 8:41:22 AM CDT,68.6
04-Jun-22 8:44:03 AM CDT,68.6
04-Jun-22 8:47:33 AM CDT,68.6
04-Jun-22 9:01:12 AM CDT,71.6
04-Jun-22 9:03:32 AM CDT,71.6
04-Jun-22 9:08:56 AM CDT,71.6
04-Jun-22 9:13:07 AM CDT,71.6
04-Jun-22 9:16:07 AM CDT,71.6
04-Jun-22 9:21:14 AM CDT,71.6
04-Jun-22 9:23:00 AM CDT,71.6
04-Jun-22 9:25:55 AM CDT,71.6
04-Jun-22 9:29:46 AM CDT,71.6
04-Jun-22 9:58:08 AM CDT,71.6
04-Jun-22 10:06:55 AM CDT,71.6
04-Jun-22 10:10:16 AM CDT,71.6
04-Jun-22 10:17:18 AM CDT,71.6
04-Jun-22 10:20:24 AM CDT,71.6
04-Jun-22 10:30:22 AM CDT,71.6
04-Jun-22 10:33:14 AM CDT,71.6
04-Jun-22 10:45:29 AM CDT,71.6
04-Jun-22 10:57:23 AM CDT,71.6
04-Jun-22 11:04:06 AM CDT,71.6
04-Jun-22 11:07:55 AM CDT,71.6
04-Jun-22 11:15:22 AM CDT,71.6
04-Jun-22 11:18:32 AM CDT,71.6
04-Jun-22 11:21:12 AM CDT,71.6
04-Jun-22 11:24:02 AM CDT,71.6
04-Jun-22 11:35:19 AM CDT,71.6
04-Jun-22 11:42:15 AM CDT,71.6
04-Jun-22 11:44:08 AM CDT,71.6
