Timestamp,Value (°F)
04-Jun-22 3:13:30 PM CDT,71.9
04-Jun-22 3:40:53 PM CDT,71.9
04-Jun-22 3:42:34 PM CDT,71.9
04-Jun-22 3:47:15 PM CDT,71.9
04-Jun-22 3:49:13 PM CDT,71.9
04-Jun-22 3:57:58 PM CDT,71.9
04-Jun-22 4:01:58 PM CDT,74.9
04-Jun-22 4:04:37 PM CDT,74.9
04-Jun-22 4:07:21 PM CDT,74.9
04-Jun-22 4:10:22 PM CDT,74.9
04-Jun-22 4:18:57 PM CDT,74.9
04-Jun-22 4:25:18 PM CDT,74.9
04-Jun-22 4:28:17 PM CDT,74.9
04-Jun-22 4:38:27 PM CDT,74.9
04-Jun-22 4:40:07 PM CDT,74.9
04-Jun-22 4:45:23 PM CDT,74.9
04-Jun-22 4:55:39 PM CDT,74.9
04-Jun-22 4:58:12 PM CDT,74.9
04-Jun-22 5:01:53 PM CDT,74.9
04-Jun-22 5:07:02 PM CDT,74.9
04-Jun-22 5:09:47 PM CDT,74.9
04-Jun-22 5:12:22 PM CDT,74.9
04-Jun-22 5:17:02 PM CDT,74.9
04-Jun-22 5:25:23 PM CDT,74.9
04-Jun-22 5:32:57 PM CDT,74.9
04-Jun-22 5:35:24 PM CDT,74.9
04-Jun-22 5:37:49 PM CDT,74.9
04-Jun-22 5:40:53 PM CDT,74.9
04-Jun-22 5:44:26 PM CDT,74.9
04-Jun-22 5:49:31 PM CDT,74.9
04-Jun-22 5:52:44 PM CDT,74.9
04-Jun-22 6:01:28 PM CDT,74.9
04-Jun-22 6:06:13 PM CDT,74.9
04-Jun-22 6:09:03 PM CDT,74.9
04-Jun-22 6:18:41 PM CDT,74.9
04-Jun-22 6:20:55 PM CDT,74.9
04-Jun-22 6:25:28 PM CDT,74.9
04-Jun-22 6:28:13 PM CDT,74.9
04-Jun-22 6:31:15 PM CDT,74.9
04-Jun-22 6:50:06 PM CDT,74.9
04-Jun-22 6:55:14 PM CDT,74.9
04-Jun-22 7:00:48 PM CDT,74.9
04-Jun-22 7:10:26 PM CDT,74.9
04-Jun-22 7:19:15 PM CDT,74.9
04-Jun-22 7:31:37 PM CDT,74.9
04-Jun-22 7:33:51 PM CDT,74.9
04-Jun-22 7:43:53 PM CDT,74.9
04-Jun-22 7:46:28 PM CDT,74.9
04-Jun-22 7:49:18 PM CDT,74.9
04-Jun-22 7:55:42 PM CDT,74.9
04-Jun-22 8:02:59 PM CDT,74.9
04-Jun-22 8:06:43 PM CDT,74.9
04-Jun-22 8:11:44 PM CDT,74.9
04-Jun-22 8:18:09 PM CDT,74.9
04-Jun-22 8:23:03 PM CDT,74.9
04-Jun-22 8:24:55 PM CDT,74.9
04-Jun-22 8:28:42 PM CDT,74.9
04-Jun-22 8:31:42 PM CDT,74.9
04-Jun-22 8:34:40 PM CDT,74.9
04-Jun-22 8:37:18 PM CDT,74.9
04-Jun-22 8:41:27 PM CDT,74.9
04-Jun-22 8:44:21 PM CDT,74.9
04-Jun-22 8:48:05 PM CDT,74.9
04-Jun-22 8:54:21 PM CDT,74.9
04-Jun-22 8:58:51 PM CDT,74.9
04-Jun-22 9:02:08 PM CDT,74.9
04-Jun-22 9:04:56 PM CDT,74.9
04-Jun-22 9:10:53 PM CDT,74.9
04-Jun-22 9:18:04 PM CDT,74.9
04-Jun-22 9:22:47 PM CDT,74.9
04-Jun-22 9:25:50 PM CDT,74.9
04-Jun-22 9:31:47 PM CDT,74.9
04-Jun-22 9:34:37 PM CDT,74.9
04-Jun-22 9:39:59 PM CDT,74.9
04-Jun-22 9:45:24 PM CDT,74.9
04-Jun-22 9:55:19 PM CDT,74.9
04-Jun-22 10:00:10 PM CDT,74.9
04-Jun-22 10:02:33 PM CDT,74.9
04-Jun-22 10:10:19 PM CDT,74.9
04-Jun-22 10:13:22 PM CDT,74.9
04-Jun-22 10:16:40 PM CDT,74.9
04-Jun-22 10:21:43 PM CDT,74.9
04-Jun-22 10:30:45 PM CDT,74.9
04-Jun-22 10:33:14 PM CDT,74.9
04-Jun-22 10:37:08 PM CDT,74.9
04-Jun-22 10:41:19 PM CDT,74.9
04-Jun-22 10:52:08 PM CDT,74.9
04-Jun-22 10:54:24 PM CDT,74.9
04-Jun-22 10:58:17 PM CDT,74.9
04-Jun-22 11:03:12 PM CDT,74.9
04-Jun-22 11:05:56 PM CDT,74.9
04-Jun-22 11:11:39 PM CDT,74.9
04-Jun-22 11:33:52 PM CDT,74.9
04-Jun-22 11:39:04 PM CDT,74.9
